"episode-number","episode-title","air-date","act-number","act-name","speaker-role","speaker-name","time-start","speaker-text"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:03:11.37","[LAUGHTER]"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:03:11.85"," So, anyway, you know, we're at the reception, right? And TT's talking to Manno's wife, Gail, with the rest of the Cusonettes, right? They're sitting there. They're talkin', ""Nah, nah, nah, nah nah."" And Manno's wife, Gail, is no prize either, [UNINTELLIGIBLE]. So anyway, this black chick-- Diane, her name is, right-- is sittin' over to the side, right?"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:03:35.60","So I look over at her, smile. She smiles back. Then I notice that she's big, not fat, big. In proportion, the way TT used to be, right? So I go over to her and I say, ""You know, I really think you're good-lookin'. And they really need to get rid of words like Nigger and Guinea. Do you know why? Because I wanna put my tongue in your mouth."" She gets mad."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:04:11.75","[LAUGHTER]"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:04:13.62"," She says, ""Let me tell you something. The only reason why you came over here is because I'm the only black person at this wedding. Well, guess what? I don't have a problem with that. You do. So do yourself a favor. Get out of my face before I hurt you."""
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:04:29.58","Now I'm standing there [BLEEP] slammed, right? So I say, ""Listen. Listen. Come here. Listen. I don't care how big you are. Woman or not, you hit me, you're dead,"" right? Then she says, ""First of all, my being a woman is not the issue because I'm more man than you'll ever be and more woman than you'll ever know."""
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Audience","00:04:53.35"," [WHOOPS]"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:04:53.72"," ""Second of all, technically, I know I can't whip you because you're still a man. But, if you lay one finger on me, I'll give you such a fight you'll wish to God you stayed home today. In other words, my name is pain. I will inflict. Now, do you really wanna [BLEEP] with me?"""
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Audience","00:05:10.31"," [WHOOPS]"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Audience","00:05:11.27","[APPLAUSE]"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:05:16.07"," So now, you know, like, I'm quiet, right? And I'm also scared outta my mind. Now, part of me wants to give her a smack, and another part of me's in love, Lenny, she's so [BLEEP] tough, right? So I say, ""Rocky! Hey! Hey! Hey! Hey, Rocky. I'm sorry, baby. I apologize. Come with me to the bar to get a drink,"" right?"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:05:40.69","So we go to the bar. We go to the bar, right? So I say, ""Diane, let me order you a rum and Coke, because I know that blacks and Ricas like that, right?"" She gets mad again, right? And she says, ""Order me Stoli, rocks, lime garnish, and stop being an asshole."" So now I know I'm in love, right? Right."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:06:03.66","So we go to the bar. We're hangin' out. We're talkin', ""Yadda, yadda yadda."" And the DJ starts playing. I give you one [BLEEP] guess, man. One guess. There you go, baby, Sinatra, Jerry Vale. I swear on my mother, every Guinea wedding, Sinatra, Jerry Vale, right? So then, since all of us are in our '30s, the DJ started playing disco because that's what we danced to when we were kids, and [UNINTELLIGIBLE]."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:06:25.84","And I asked Diane would she like to dance. And she says, ""No."" She hates disco, likes rock, old R&B; and jazz. I said, ""Oh, my God."" I said, ""What? You like jazz?"" So she said, ""Yeah."" Lenny, I swear on my [BLEEP] mother, for the next three hours we're talkin' jazz."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:06:51.65","You see, I don't know whether you know this, but I was a major jazz fan, man. I used play. I used to play horn. I was playing both sax and trumpet. And my [BLEEP] record collection, man, I had Cannonball Adderley. I had Miles and Prez, you know? See, jazz, at that time, man, was like so a part of me, you know? But I can't touch it any more. You know what I'm saying?"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:07:23.50","So Diane is a poet, you know? And I never knew a poet before. And she was talkin' about, maybe, that I could pick up my horn again, and maybe she could write lyrics. And God, I swear to God, Lenny. This woman is so [BLEEP] beautiful to me now, right? And I'm thinking well, yeah. Maybe, yeah, you know? I could pick up the horn again. You know? And she's just talkin' and talkin'. And I swear she's the most beautiful thing I ever seen, right?"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:07:49.99","And she tells me, she says-- I'm gonna sound [BLEEP] queer saying this to you, all right-- but she says, ""Anthony, when you talk about music, your face becomes beautiful."" Yeah, she said that to me, Lenny. She also called me a pain in the ass. But she said, when I talk music, I become beautiful."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:08:15.82","So, Lenny, all of a sudden-- wait a minute. Wait. I don't want nobody to hear this, right? All of a sudden, Lenny, sittin' there, talking about all these people that I liked in jazz, I felt like crying because I'm not going to be able to touch it again. And nobody ever saw that in me before, you know? Nobody."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:08:42.42","So, anyway, we're talking. And she's really hot, you know? And I wanted to get outside because I was dying to ask for her phone number, right? Seconds later, TT walks out with the kids. ""Anthony, me and the kids are ready to go home. Now!"" Diane looks at me like I'm [BLEEP] crazy, right? TT's standin' there looking like a [BLEEP] whale. What the [BLEEP] can I do? Bada bing. Bada bang. I introduce them to each other. Diane says, ""Pleased to meet you. I'm outta here. I'm doing the slide."""
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:09:23.40","That night, I take TT home, right? And dig this. Dig this. I go down in my basement, right? And, for the first time in five years, I pick up my sax. And it feels so [BLEEP] good to hold it, you know? Then I put it to my mouth, and with every note I can taste, feel, Diane. See, she's all over this [BLEEP] horn."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:10:04.25","Then I put the sax down, open my eyes, and it dawns on me I ain't going nowhere. I ain't going nowhere. But I could always do another shot of Johnny Black, right, babe? Well, wah, don't worry about me. I won't get junked. I can't. I gotta go to work tomorrow. But, you know, this is my time now, right? Just let me sit here for a few minutes, all right? I tell you what, my time. I'll go in a little while. I'll go in a little while."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:10:45.44","[APPLAUSE]"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:10:45.93","[MUSIC PLAYING - ORIGINAL SAX SOLO BY KEN VANDERMARK]"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","host","Ira Glass","00:11:45.48"," Ken Vandermark on the sax. This story was by Dael Orlandersmith. And this brings us to today's theme, which is people who come alive for music, people who live for music, even though, for most of them, they'll never get very far with music. All our stories today, on today's show, are people about whom you could say--"
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","subject","Dael Orlandersmith","00:12:03.95","When you talk about music, your face becomes beautiful."
"31","When You Talk About Music","1996-08-09","2","Act Two. A Brother Who Struggles To Be A Star","host","Ira Glass","00:12:08.42"," That's right. In our program today Act Two-- we just heard Act One-- Act Two will be a brother who struggles to be a star. Act Three, Choosing Fandom. Act Four, a life in music without fame or fortune."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Ira Glass","00:12:23.02"," So we are now at Act Two, for those of you who are keeping careful, careful score. I know there's so many of you who are. Act Two is a story about somebody who decided to follow his dream, about being a musician. And, you know, usually, when you hear stories about somebody chasing a dream like this, stories about rock stars or Olympic athletes, or writers, or painters, or basically anybody who had to get out there and follow that star, follow that dream, we don't hear how crushingly hard it is for the overwhelming majority of them. And in the middle of the story, usually, you don't wonder is this worth it?"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Ira Glass","00:13:03.12","Well, the story you're about to hear does not have that shortcoming. You definitely wonder. The story you're about to hear was produced by Jay Allison with Dan Gediman. Dan is the one who narrates the story."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Ira Glass","00:13:15.32","[MUSIC PLAYING - ""FALL IN LOVE"" BY ALEX JONES SINGING TOM JONES]"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:13:40.65"," That's not Tom Jones. It's my brother, Alex Jones. And that's not his real name. His real name is Mark Gediman."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:13:49.73"," You know, my real last name is Gediman, G- E- D, as in David, I- M- A- N. You know, I'm proud of the name. But, as far as show biz is concerned, it can't be spelled."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:14:04.42"," My brother's middle name is Alex. He bumped it up to the front."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:14:08.26"," But I like Alex. Alexes work. There aren't too many Alexes that are big these days, so I'm sticking with that name. It's very catchy because people always remember Alex."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:14:25.60"," For a while, when he was in this rock band in the late '70s, he called himself Alex Space. But that's another story. For the past five years it's been Jones, Alex Jones."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:14:37.68"," I had a jones for singing. I had an addiction."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:14:42.97"," That's pretty much the truth. My brother has had a jones for singing for just about as long as he's been alive. All he ever wanted to do is make music, to sing for people."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:14:52.88"," The Kiwanis group, the Knights of Columbus, the Lions Club, the Elks, the Sons of Italy, you name it, if there's one of those, I've been there."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:15:03.61","My brother sang constantly in our house when we were growing up. He always wanted to be a rock star or the next great soul singer. Once he was out on his own, he sang everywhere he could. And he still does, anywhere he can find an audience to appreciate him."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:15:17.30"," --the Jerry Lewis Telethon. I've done schools. I've done colleges. I've done arts exhibition and whatever-- they also have cows and things like that, you know, one of those-- and, basically, anybody that'll have me, you know? Yeah, Tom gets around."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:15:34.15","[LAUGHTER]"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:15:35.63"," My brother's been in countless rock, blues, and R&B; bands over the years. But, these days, he's mostly hired as a Tom Jones impersonator. He does that by night, though. During the day, he holds down a straight job."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:15:47.99"," You know, it's tough to tell people, your co-workers, I'm going to be Tom Jones, particularly when I've been trying for the last few years to develop an image of this-- I've been working as a computer analyst-- and developing this image as this kind of conservative nerd-type. And I've totally, totally blown it."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:16:10.18","[SINGING - ""FALL IN LOVE"" AS TOM JONES]"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:16:27.96"," My brother performs with a revue called The Hall of Fame Superstars. There's a Patsy Cline, an Elton John, Buddy Holly, Roy Orbison. And then my brother closes the show as Tom Jones."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:16:48.87"," Singing as Tom Jones is very similar to the way that I naturally sing. We have a lot in common. But I've gotten to the point where I'm hitting notes and doing things that are beyond the scope of what he did."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:17:06.88"," My brother is nothing, if not confident, at least on the surface. He thinks positive and has an uncanny, almost, overconfidence. It's an amazing quality, really, even unsettling."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:17:19.67","My brother's 43, not married, doesn't have kids. He's had a lot of girlfriends, but he doesn't have a steady one now. These days, he's living at home with my parents in Massachusetts."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:17:31.37"," Why don't we go to the music room?"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:17:33.71"," All right."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:17:34.20"," --for a little bit to get out of the way."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Unspecified","00:17:37.10"," Growing up, we had a room in the house we called the music room."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:17:40.14"," Now it looks a whole lot different."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Unspecified","00:17:42.18","That's where my brother and I talked the last time I was home visiting."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:17:44.80"," There was a Scott amplifier."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:17:46.26"," Right. Right in the corner here."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:17:48.17","Yeah, and in the corner here was a very large, professional turntable, which had come right from a radio station. And I forget what the brand of that one was."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:17:57.22"," Rek-O-Kut."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:17:57.46"," Rek-O-Kut, yeah. But it was a top-of-the-line."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:18:02.31","But, yeah, this was a great room, great atmosphere. And you walked in this room and there were little musical notes bouncing all around it. And it was a place where we could just go in and play around and make believe you're the star."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:18:24.33","[SINGING] Come on, baby. Oh, let's loop-a-loo. She's a ha-hum, baby. Nothin' she can do. She's my little baby. Little Latin Lupe Loo."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:18:41.38"," This is a tape of my brother pretending to be a star, recorded on my family's old Grundig tape recorder back around 1966. My parents put a lot of insulation in the walls of the music room, so my brother could really scream."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:18:55.46"," The entertainers who really are memorable and who've stand the test of time, a great deal of them have tremendous screams. So I've always thought that screaming was essential to someone who-- not necessarily in the popular music idiom. But, in anything that had any kind of edge or soul to it, there's got to be a scream there, somewhere. And the whole reason is the same reason. It's a expression of the most inner, primal feelings."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:19:30.27","Wow! Hey! Oh!"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:19:34.60"," This is the room where my brother began studying the great rhythm and blues singers, people like Al Green, Little Richard, Otis Redding, James Brown, and Tom Jones, who my brother thinks brings them all together."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:19:47.98",""
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:19:51.40"," Right."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:19:52.19"," See? Now, you're getting, now, right there with the what;s, you've got James Brown, ""Wow!"" You know?"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:19:57.31","Right."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:19:57.70","And then you got Wilson Pickett, ""Ah-Ow!"" And then you got Ray Charles, ""Mm, Oh!"" You know? And then you've got like, ""Yeah!"" Then you get, ""Uh!"" and, ""Ah!"" and, ""Hey! Hoy! Ah! Ah-oh! Ew-oh! Oh! Mm! Mm! What's!"" See? So that's there, you know?"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:20:21.10"," I remember the first time I ever saw my brother perform. My parents took me to see him at a high school variety show when I was still in elementary school."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:20:28.94"," Now, nobody knew that I could sing. But there was a band, the Blood, Sweat & Tears, and the first version of them with Al Cooper. And there was a song on there called, ""I Love You More Than You'll Ever Know"", which is a real bluesy ballad. And I used to sing that over, and over, and over again in this music room. And so I ended up singing it."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:20:56.34","It was my first real performance, as me, in front of a stage, being the performer, like the Elvis or something. And I can remember having this silky shirt on. And I probably had my ID bracelet hanging. And I opened up my collar a little. And it was quite an experience, as I recall. And I think I did fairly well. I still do. I really sold it out, you know? I really started screaming there at the end."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:21:32.07"," I remember, by the end of the number, your shirt was virtually half off or something. That was my recollection. I was very impressed. I'm sure it was the first time I ever saw you perform."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:21:41.33"," I don't even remember that you were there."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:21:43.12"," Oh, I was absolutely there."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:21:44.37"," Yeah?"
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:21:44.88","Yeah, absolutely there. And I remember that very well. And mostly, of course, I remember you."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:21:49.36","I have a vivid memory of being on the playground behind my elementary school, trying to explain to the other kids that, the night before, my brother was this big star. And I imitated you, singing the same song, which, of course, I had heard endlessly with you rehearsing it."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:22:06.30","And I still know the song. And I went out and bought the record, by the way, about five years ago. And I have it. And the only reason I know that album is because of you."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","interviewer","Dan Gediman","00:22:14.45","But, I remember, I was imitating you complete with undoing my shirt. I felt like a celebrity, even though the other kids didn't know it, because, god, my brother, he just did this thing. And so I was pretty impressed."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Unspecified","00:22:29.72"," If it's not clear by now, I idolized my brother. I used to sneak into his room when he wasn't home and look through his things, put on his clothes, smell his cologne. As a matter of fact, I still have a YMCA T-shirt that he used to wear when he was a counselor at Camp Beaver. It's full of holes, almost a rag, but I'd never let it go."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Unspecified","00:22:52.69","And I've always followed his career in music because I was sure, especially after high school, that he was going to make the big-time. And he almost did. His close calls with fame were many."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:03.77"," They proceeded to tell us that they were going to put something like a half a million dollars behind The Super Group. And we were going to be the next Beatles or Monkeys. And I think, at the time, I was 21, I believe. And I'm just sitting there going, ""Wow. I made the big-time."""
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:18.82","And he actually said to me that, ""I think you're the next Bruce Springsteen."" He, at the time, was an A&R; representative for Atlantic Records."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:25.80","Joining this band called, Easy Action."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:27.61","They said, ""Listen, we want 50% of you."" And I said, ""Forget it."" I started a band right after that called Alex Space and the Orbits."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:35.24","""We're going to take you to the top."""
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:37.12","I moved to another band now, called Flyer."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:39.43","And we had a band called Future City."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:41.05","That band was called Zippers Polite and the Ambassadors of Love."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:23:59.05","It came to the point where every record company thought that the other record company was going to sign me. And, in effect, that I was going to be the next big thing. There were articles written saying that I was going to be the next Kiss, and this, and that. And Warner Brothers, they were going to have cartoons. And even where they were talking about designing some sort of video pinball game, a real total marketing thing."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:24:26.44","And I was so excited. And we were a couple of weeks away from signing the contract when OPEC had a oil embargo in 1979. The price of plastic went up 400%. And that was the end of my shot right there. It just vanished before my eyes."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:25:01.67","We ended up getting them to sign us up for a booking contract. And then, one night, they came up to us. And neither of these guys drank. They had ulcers. And they both walked around drinking a glass of milk. I remember, one day, they both walked up to me with a glass of milk, and they said, ""Would you mind wearing an Elvis mask?"""
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:25:29.55","To make a long story short, the thing really kind of fell apart. And, at this point, I really got just totally discouraged with the whole scene. And, in fact, I remember just feeling like that what I really had inside me wasn't coming out. And I took this microphone-- I still have it to this day-- and I threw it up against the wall. I don't know. It's all smashed in. I just left and never went back. I left everything I had that was related to music in that room, and just, basically, quit."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:26:02.63"," My brother left music completely for many years after this time, around 1984. For a while he dabbled with a little home recording setup trying to write some songs, but his heart wasn't in it. He stopped going out to clubs, lost touch with most of his musician friends, didn't play, didn't perform, just left. Then, in 1991, seven years later, he discovered karaoke."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:26:29.30"," I was sitting having dinner. And I heard this music in the lounge. And this chorus of women singing was beautiful. I said, ""I have to go in and hear this group."" And I went in there, and there's no group. There's a guy who looks like he's sitting behind a keyboard. And he's got this big thing saying, ""You are the star. ""Sing the hits"", or something like that."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","subject","Mark Gediman","00:26:52.17","And I'm looking up. And there's a video playing of follow the bouncing ball. I didn't know anything about karaoke. And it just sounds fantastic. And I'm saying, ""Jeez, all these years I've been sitting around trying to wait for the drummer to show up, or the bass player's having a nervous breakdown. And here there's no band, they just have these laser disks. They play the music and you just go up and sing. Not only that, you don't even have to remember the words because they're showing you the words. They had a little monitor that faces up to you. I mean, this was a singer's delight. It was heaven."
"31","When You Talk About Music","1996-08-09","3","Act Three. Choosing Fandom","host","Dan Gediman","00:27:31.18"," After that, he was hooked."
